-4.325709120885747438e+00,-6.214745782210621350e+00
-3.404545188945622414e+00,-6.947437334671894504e+00
1.002414901384245383e+00,-5.810356180800302361e-01
1.740004941325087984e+00,-1.940960896640757660e+00
2.060123473441151098e+00,-4.906533399040604593e+00
2.205525660964564594e+00,-6.297236672258208046e+00
3.467566449727339517e+00,-4.596207246406354585e+00
3.946880714845143245e+00,-7.429078155278685536e+00
4.515382338215072622e+00,-1.847468889757060140e-01
4.975398578183741094e+00,-7.660332999060891268e+00
6.130113787591414010e+00,1.671847308208723071e+00
6.331914942145932201e+00,-3.563108360117006157e+00
7.252561843914994810e+00,-1.239182317148745938e+00
8.201200671716273760e+00,-1.920356998972199136e+00
9.103924629445554473e+00,-5.004148371598164502e+00
1.078633847557983927e+01,-6.024725480300607394e+00
1.176727213041574771e+01,-5.961422416868714436e+00
1.269381022924697078e+01,-6.675315425880032905e+00
1.397618848519478618e+01,-1.204673629019639591e+01
1.441654209494917893e+01,-1.195992457842480761e-01
1.482949491343358694e+01,4.298757717727733407e+00
1.502731961048802667e+01,2.174454144572762715e+01
1.507952379468796167e+01,1.884447416418853294e+01
1.513069936362502155e+01,2.187111780599435917e+01
1.522472813636663957e+01,3.533695930483144565e+01
1.522718797616235520e+01,3.229024095769926817e+01
1.522928277707419653e+01,3.840453852254447753e+01
1.533110651097027244e+01,4.326152901258721784e+01
1.540902045648256369e+01,5.463069291768862712e+01
1.549869172817212437e+01,7.392915352217771385e+01
1.568365651281090400e+01,1.011437197367778964e+02
1.603282609575711959e+01,1.725565213384304002e+02
1.607608795558796899e+01,1.751036923252727320e+02
1.630376321255518590e+01,2.381491840722239601e+02
1.636334354136245040e+01,2.489455576122212506e+02
1.647980830814217512e+01,2.808049729262029928e+02
1.653299534164892037e+01,2.990425235398425912e+02
1.658818997675343354e+01,3.171821087051591803e+02
1.672353889552032769e+01,3.612153662363830904e+02
1.682819758501663543e+01,3.946810687000064490e+02
1.682819758501663543e+01,3.937653012842665134e+02
1.702819758501663472e+01,4.525944760800731501e+02
1.722819758501663401e+01,4.750513402407698891e+02
1.742819758501663685e+01,4.668636422596915168e+02
1.762819758501663614e+01,4.199032271792609095e+02
1.782819758501663543e+01,3.561370416967963024e+02
1.802819758501663472e+01,2.576716806642422739e+02
1.822819758501663401e+01,1.448790818941775171e+02
1.842819758501663685e+01,-9.585538295958757615e-01
1.862819758501663614e+01,-1.545690174480387782e+02
1.882819758501663543e+01,-3.028414794599734137e+02
1.902819758501663472e+01,-4.656244700664615834e+02
1.922819758501663756e+01,-6.299042374890160545e+02
1.942819758501663685e+01,-7.700583050336441602e+02
1.962819758501663614e+01,-8.916882238171126573e+02
1.982819758501663543e+01,-9.946046559681889221e+02
2.002819758501663472e+01,-1.068983213061451579e+03
2.022819758501663756e+01,-1.112934959923443103e+03
2.042819758501663685e+01,-1.132482932369952323e+03
2.062819758501663614e+01,-1.112712509316193518e+03
2.126029178697513089e+01,-1.010307210273500687e+03
2.151410450331137270e+01,-9.688119929416287732e+02
2.731138642167801223e+01,-6.074993646403434866e+00
2.740546684259034294e+01,7.120502886796712616e+00
2.902068059258914801e+01,2.754914653037001244e+02
2.914866765950405636e+01,2.963310023723981317e+02
2.929667700321738266e+01,3.231219109573387414e+02
3.067353087771204656e+01,5.503891944520050856e+02
3.112301236232330481e+01,6.306688860473161640e+02
3.141593934243812214e+01,6.720724105735044986e+02
3.168687647941850827e+01,7.158116787383648898e+02
3.233568574693373421e+01,8.240069109463272525e+02
3.240897158718451010e+01,8.363100294058517647e+02
3.519450528649964838e+01,1.304336033960801615e+03
3.539001185329594534e+01,1.328926572583145344e+03
3.683167860162244267e+01,1.566554629026984230e+03
3.742831725245945051e+01,1.669601314186627178e+03
3.759588773542637341e+01,1.694682416566358370e+03
3.987020231739725062e+01,2.075687465991568843e+03
4.018845327388978461e+01,2.131092767630768321e+03
4.018845327388978461e+01,2.121985894965433090e+03
4.038845327388978745e+01,2.158635703932144224e+03
4.058845327388978319e+01,2.199104109208760292e+03
4.078845327388978603e+01,2.235927380783306944e+03
4.098845327388978177e+01,2.281361034975054736e+03
4.118845327388978461e+01,2.327085146128004453e+03
4.138845327388978745e+01,2.360481953829429131e+03
4.158845327388978319e+01,2.394088156220019755e+03
4.178845327388978603e+01,2.419122197426653656e+03
4.198845327388978177e+01,2.443941078796922284e+03
4.218845327388978461e+01,2.453722870703474655e+03
4.238845327388978745e+01,2.459590065062276608e+03
4.258845327388978319e+01,2.454489732070472655e+03
4.278845327388978603e+01,2.448881468420181136e+03
4.298845327388978177e+01,2.421084712868187125e+03
4.318845327388978461e+01,2.402467120461733430e+03
4.338845327388978745e+01,2.370607497592285654e+03
4.358845327388978319e+01,2.329268205584237876e+03
4.378845327388978603e+01,2.296097871871757434e+03
4.398845327388978177e+01,2.251456990679115734e+03
4.425366397581799305e+01,2.209865511116291145e+03
4.439563633205739990e+01,2.202133603347509506e+03
4.464239322888811046e+01,2.201609140781325550e+03
4.469330645224399490e+01,2.201430649419585279e+03
4.475399350047347014e+01,2.212516427712894256e+03
4.476297858937773810e+01,2.211146533039978294e+03
4.479333827403456780e+01,2.219025968601819841e+03
4.480429109142232136e+01,2.214261722878552064e+03
4.496753324742971358e+01,2.241782371733196669e+03
4.499696955983707625e+01,2.251036450610842166e+03
4.503069484827143043e+01,2.253384389196784014e+03
4.511138772714978273e+01,2.279452535253117276e+03
4.519468790643502132e+01,2.299600842454975918e+03
4.525423447262102883e+01,2.319083167409282851e+03
4.528587913971051648e+01,2.328048233305352824e+03
4.532111871285053439e+01,2.339018316098230571e+03
4.574625438491070639e+01,2.517792373029022656e+03
4.608669621852349962e+01,2.729968891142085340e+03
4.609531303260499868e+01,2.737705780579896327e+03
4.622662652426017615e+01,2.827479562988808539e+03
